"id";"name";"num_affiliation";"primary_color";"secondary_color";"city"
13059;"ECOUEN F.C.";528672;"#dc143c";"#ffffff";""
13060;"ARCEAUX MONTPELLIER";528675;"#006400";"#ffffff";""
13061;"SALEILLES O.C.";528678;"#006400";"#ffffff";""
13062;"A.S. MAZEYRAT D  ALLIER";528686;"#dc143c";"#ffffff";""
13063;"ET.S. QUEBRIAC";528694;"#FFD41C";"#092669";""
13064;"AM.S. LA CHAPELLE ST AUBIN";528701;"#dc143c";"#ffffff";""
13065;"A.S. ROQUEBILLIERE";528721;"#FFD41C";"#092669";""
13066;"ENT.S. BOURNOS DOUMY";528723;"#092669";"#ffffff";""
13067;"ETOILE BEARNAISE F. C.";528724;"#FFD41C";"#000000";""
13068;"US JOURNET";528727;"#dc143c";"#ffffff";""
13069;"A.S. ETIVAL LES LE MANS";528732;"#FF6A00 ";"#000000";""
13070;"F.C. RECQUES S/HEM";528743;"#092669";"#FFD41C";""
13071;"A.S.L. DE ST PAER";528746;"#006400";"";""
13072;"COLISEE VIMARANENSE ROUBAIX";528759;"#ffffff";"#000000";""
13073;"A.S. NIXEVILLE BLERCOURT";528765;"#FF6A00 ";"#000000";""
13074;"A.S. PITGAM";528768;"#ffffff";"#000000";""
13075;"DIJON U.LUSO FRANCAISE EUROPEEN";528772;"";"";""
13076;"A.S. CONTEST ST BAUDELLE";528774;"";"";""
13077;"R.C. DE ST JOSEPH";528779;"#dc143c";"#ffffff";""
13078;"SANTANA C. STE ANNE";528780;"#FFD41C";"#092669";""
13079;"OLYMPIQUE S. MULHOUSE";528783;"";"";""
13080;"RENOUVEAU ST PIERRE DUCHAMP";528787;"#FFD41C";"#000000";""
13081;"F.C. DE SAYAT D  ARGNAT";528789;"#dc143c";"#ffffff";""
13082;"U.S. DE VARENNES";528792;"#006400";"#dc143c";""
13083;"FOY.J.EDUC.POP. SAINTS";528793;"#092669";"#ffffff";""
13084;"A.S. INGRANDES";528794;"#dc143c";"";""
13085;"F.C. ANNAY";528802;"#FF6A00 ";"#000000";""
13086;"C.A. VILLERS SEMEUSE";528808;"#4b0082";"#000000";""
13087;"U.S. SENNEVILLAISE";528810;"#FFD41C";"#000000";""
13088;"INTERCOMMUNAL S. CAUMONTAISE";528813;"#092669";"";""
13089;"F.C. L  HERMITAGE LORGE";528819;"#FF6A00 ";"#000000";""
13090;"A.S. COAT MEAL";528820;"#006400";"#ffffff";""
13091;"PATR.LAIQ. BERGOT";528821;"#dc143c";"";""
13092;"A.S. BAYE";528823;"#dc143c";"#000000";""
13093;"F.C. KERCHOPINE";528824;"#FF6A00 ";"";""
13094;"U.S. FORGERONNE LES FORGES";528827;"#dc143c";"#000000";""
13095;"E.S. AZE";528829;"#006400";"#FFD41C";""
13096;"A.S.C. DE LA BATARELLE";528834;"#006400";"#ffffff";""
13097;"ET.S. D  ENTRESSEN ISTRES";528835;"#006400";"#ffffff";""
13098;"U.S. TURCS BISCHWILLER";528843;"#dc143c";"";""
13099;"F.C. SOLEIL BISCHHEIM";528845;"#FFD41C";"#092669";""
13100;"F.C. DE L  IMMACULEE ST NAZAIRE";528847;"#4b0082";"#ffffff";""
13101;"STE FOY F.C.";528850;"#dc143c";"#ffffff";""
13102;"F.C. ST ANDRE DE CHALENCON";528859;"#FF6A00 ";"#000000";""
13103;"ENT.S. CERZAT ST PRIVAT";528862;"#FF6A00 ";"#000000";""
13104;"U.S. TOURS S/MEYMONT";528865;"#092669";"#dc143c";""
13105;"A.S.C. PORTUGAISE PROM. CHALON";528866;"#006400";"#dc143c";""
13106;"ALL.S. COURSON";528868;"#FFD41C";"#696969";""
13107;"F.C. COULANGES LA VINEUSE";528870;"#FFD41C";"#000000";""
13108;"AM. FRANCO PORTUGAISE DE SENS";528872;"#006400";"#dc143c";""
13109;"F.C. DE LA ROCHE VINEUSE";528873;"#FFD41C";"#092669";""
13110;"A.S. ST. GERVAIS LA FORET";528881;"#006400";"";""
13111;"ASPTT DIRAC FOOT";528883;"#092669";"#FFD41C";""
13112;"A.S. ALTILLACOISE";528884;"#dc143c";"#ffffff";""
13113;"U.S. ST CLEMENTOISE";528897;"#006400";"#ffffff";""
13114;"FOY.RUR.EDUC.POP. ST GERMAIN";528898;"#FFD41C";"#092669";""
13115;"A.S.F.C. VINDELLE";528905;"#092669";"";""
13116;"MAXEVILLE F. C.";528908;"#092669";"";""
13117;"U.S. ST LOUIS LUTZELBOURG";528918;"#dc143c";"#ffffff";""
13118;"ET.S. MARSAL";528927;"#FFD41C";"#000000";""
13119;"ET.S. VIRY";528935;"#006400";"#000000";""
13120;"FOY. J. D  AMBILLY";528936;"#ffffff";"#dc143c";""
13121;"J.S. MONTILIENNE";528941;"#ffffff";"#092669";""
13122;"A.S. SORNINS REUNIS ST IGNY VERS";528944;"#FF6A00 ";"#000000";""
13123;"NOYAREY F.C.";528946;"#006400";"#ffffff";""
13124;"F.C. DES ARAVIS";528948;"#006400";"";""
13125;"A.S. MESNIEROISE";528961;"#006400";"";""
13126;"DOLLON OM.S.";528968;"#FF6A00 ";"#000000";""
13127;"ST BRIEUC RACING";528971;"";"";""
13128;"U.S. TUPIGNY";528977;"#dc143c";"#092669";""
13129;"AV.S. BEDARRIDAIS";528992;"#006400";"#000000";""
13130;"F.C. DE MOUGINS COTE D  AZUR";528997;"#092669";"#FFD41C";""
13131;"ST CREPIN EYGLIERS SP.";529001;"#000000";"#dc143c";""
13132;"AV. DE CAUMONT FOURQUES";529015;"#FF6A00 ";"#000000";""
13133;"A.S. MONBAHUSIENNE";529022;"#ffffff";"#dc143c";""
13134;"A.S.C. REMIRE";529025;"#FF6A00 ";"#000000";""
13135;"ESP. CEYRATOISE";529030;"#006400";"#ffffff";""
13136;"A.S. ST HAON";529031;"#006400";"#ffffff";""
13137;"U.S.A. LURY S/ ARNON - MEREAU";529034;"#006400";"";""
13138;"F.C. JARS";529038;"#006400";"";""
13139;"A. MADELEINE SP. DETEN. CHARTRES";529043;"#dc143c";"#ffffff";""
13140;"A.S.L. ORCHAISE";529050;"#FFD41C";"#006400";""
13141;"A.S. PADOUX";529070;"#FFD41C";"#000000";""
13142;"A.S. ST NABORD";529071;"#FFD41C";"#092669";""
13143;"A.S. LOMMERANGE";529072;"#FFD41C";"#000000";""
13144;"F.C. MARIGNY ST MARCEL";529082;"#006400";"#000000";""
13145;"U.S. MEYSSE";529083;"#FFD41C";"#000000";""
13146;"A.S. PLANEENNE";529099;"#092669";"#ffffff";""
13147;"F.C. DE VILLEGLY";529108;"#FFD41C";"#006400";""
13148;"F.C. SANGATTE";529113;"#092669";"#ffffff";""
13149;"U.S. BOMY";529114;"#006400";"#ffffff";""
13150;"OLIVEAUX A.S. LOOS LEZ LILLE";529117;"#000000";"#dc143c";""
13151;"ANZIN F.A. R.C.";529125;"#FFD41C";"#000000";""
13152;"U.S. DE GRAMMONT";529141;"#dc143c";"#ffffff";""
13153;"A. S. DE SAINT AIGNAN / LANGANNERIE";529150;"";"";""
13154;"U.S. VASTEVILLE ACQUEVILLE";529152;"#006400";"#ffffff";""
13155;"ENT.S. DU MONT GAILLARD";529155;"#FF6A00 ";"#000000";""
13156;"F.C. DU GROS THEIL";529158;"#ffffff";"#dc143c";""
13157;"A.S. LANVAUDAN";529163;"#ffffff";"#dc143c";""
13158;"SP.C. ST SENOUX";529165;"#ffffff";"#006400";""
13159;"BELLOY ST MARTIN A.S.C.";529169;"#092669";"";""
13160;"CHAMPCUEIL F.C.";529178;"#FF6A00 ";"#000000";""
13161;"DAMMARTIN EN SERVE A.S.";529181;"#ffffff";"#dc143c";""
13162;"LA PORTUGAISE PORTO F.C.";529183;"#092669";"#FFD41C";""
13163;"PORTUGAIS CONFLANS C.";529184;"#dc143c";"#FFD41C";""
13164;"CORBEIL A.C.";529185;"#092669";"#ffffff";""
13165;"COUBERT F.C.";529195;"#092669";"#ffffff";""
13166;"PORTUGAIS PLAISIR A.S.";529206;"#dc143c";"#FFD41C";""
13167;"VITRY E.S.";529210;"#006400";"#ffffff";""
13168;"A. DEPART DES PORTUGAIS SOISSONS";529221;"#dc143c";"#092669";""
13169;"E.S. THIERS S/THEVE";529229;"#696969";"";""
13170;"U.S. SERROISE CARPENTRAS";529235;"#006400";"#ffffff";""
13171;"A.S. PRADES F.";529240;"#092669";"#ffffff";""
13172;"ST.O. CLARETAIN";529247;"#006400";"#ffffff";""
13173;"CHALOSSE F. C. LAUREDE";529258;"#FFD41C";"#000000";""
13174;"U.S. DE SENDETS";529261;"#dc143c";"#ffffff";""
13175;"A.S. MORNE DES ESSES";529263;"#FFD41C";"#dc143c";""
13176;"SP.C. VILLEPERDUE";529266;"#FFD41C";"#092669";""
13177;"F.C. LEOVILLE";529271;"#dc143c";"#000000";""
13178;"U.S. LANTEUIL";529272;"#006400";"#ffffff";""
13179;"F.C. ST MARTIN TERRESSUS";529273;"#092669";"#dc143c";""
13180;"C.S. LOUDREFING";529278;"#FFD41C";"#000000";""
13181;"UNION SPORTIVE 2 VALLONS";529284;"#092669";"";""
13182;"A.S. HAUTECOURT ROMANECHE";529286;"#4b0082";"#ffffff";""
13183;"U. S. DE PARIGNY SAINT CYR";529289;"#006400";"#FFD41C";""
13184;"U.S. VAULX EN VELIN";529291;"#FF6A00 ";"#092669";""
13185;"U.S. CREISSELOISE";529294;"#092669";"";""
13186;"F.C. DE LABASTIDE DE LEVIS";529297;"#006400";"#ffffff";""
13187;"A.S. DE POMPIGNAN";529304;"";"";""
13188;"A.S. DE VILLENEUVE LECUSSAN";529307;"#dc143c";"#ffffff";""
13189;"J.S. REMILLY AILLICOURT";529313;"#FF6A00 ";"#000000";""
13190;"F.C. OBTERRE";529338;"#092669";"#ffffff";""
13191;"A. S. ART/MEURTHE BOSSERVILLE LENONCOURT";529343;"#006400";"#000000";""
13192;"A.S. REXPOEDE";529346;"#FF6A00 ";"#000000";""
13193;"F.C. CRAYWICK";529351;"#dc143c";"#FFD41C";""
13194;"FOY.J.EDUC.POP. GUEMPS";529352;"#FFD41C";"#000000";""
13195;"O. HALLENNES";529353;"#FFD41C";"#dc143c";""
13196;"F.C. DE NORDAUSQUES";529354;"#dc143c";"#ffffff";""
13197;"F. C. TOURVILLE LA RIVIERE ";529361;"#006400";"#000000";""
13198;"A.S. FABREGUOISE";529368;"#dc143c";"#FFD41C";""
13199;"U.S. ANNESSE ET BEAULIEU";529378;"#FFD41C";"#000000";""
13200;"A.S.C. DE VELOTTE BESANCON";529380;"#000000";"#FFD41C";""
13201;"A.S. ESSERT";529381;"#dc143c";"";""
13202;"U.S. FRANCHEVELLE";529383;"#092669";"#ffffff";""
13203;"A. S. PLATEAU DE LA BARECHE";529386;"#FF6A00 ";"#ffffff";""
13204;"F.C. NOIDANAIS";529397;"#FFD41C";"#092669";""
13205;"EV.S. ST SAUVEUR DE CRUZIERES";529403;"#006400";"#ffffff";""
13206;"U.S. LECTOUROISE";529408;"#FFD41C";"#000000";""
13207;"AV. DOMALAIN";529414;"#006400";"#ffffff";""
13208;"AS ST GERMAIN DU PINEL";529415;"#FFD41C";"#092669";""
13209;"ELAN SPORTIF LIMOGES";529421;"#006400";"#FFD41C";""
13210;"A.S.F. PORTUGAIS";529423;"#FFD41C";"#092669";""
13211;"A.S.C. HOYMILLE";529425;"#092669";"#ffffff";""
13212;"A.S. DE CHARRIN";529428;"#dc143c";"#ffffff";""
13213;"ENT. ST GILLOISE";529432;"#006400";"#ffffff";""
13214;"A.S. ESPOIR DE TAN ROUGE";529442;"#dc143c";"#ffffff";""
13215;"A.S. GUILLAUME";529452;"#092669";"#ffffff";""
13216;"F.C. BAGATELLE SAINTE-SUZANNE";529454;"#006400";"";""
13217;"C.S. ST GILLES";529455;"#092669";"";""
13218;"F.C. ST SULPICE";529457;"#006400";"#000000";""
13219;"J.S. BOIS DE NEFLES";529459;"#006400";"#FFD41C";""
13220;"F.C. PLAIMBOIS DU MIROIR";529463;"#FFD41C";"#ffffff";""
13221;"ENTENTE SPORTIVE DU PAYS CHAROLLAIS";529473;"#092669";"#ffffff";""
13222;"E.S. D  IZEAUX";529477;"#ffffff";"#006400";""
13223;"A.S. VERDEREL LES SAUQUEUSE";529480;"#ffffff";"#dc143c";""
13224;"A.S. BERGBIETEN";529482;"#dc143c";"#000000";""
13225;"AM.S. YOLET";529488;"#092669";"";""
13226;"U.S. DE BIEN ASSIS MONTLUCON";529489;"#006400";"";""
13227;"A.S. ANGLARDS DE SAINT-FLOUR";529490;"#FF6A00 ";"#000000";""
13228;"A.S. ST VINCENT BRAGNY";529492;"#dc143c";"#ffffff";""
13229;"U.S. VOLKRANGE";529498;"#dc143c";"#ffffff";""
13230;"A.S. VAL BANY MOUZON";529499;"#FF6A00 ";"#000000";""
13231;"F.C. AVOLSHEIM";529503;"#dc143c";"#000000";""
13232;"F.C. LURIECQUOIS";529512;"#FFD41C";"#000000";""
13233;"F.C. CITE 6 CALONNE RICOUART";529518;"#006400";"#dc143c";""
13234;"A.S. WITTERSDORF";529527;"#dc143c";"#000000";""
13235;"AM. BEIGNON BASSET POIRE/VIE";529529;"#006400";"#ffffff";""
13236;"A.S. ST GENEYS PRES ST PAULIEN";529535;"#dc143c";"#000000";""
13237;"O. DE MALREVERS";529540;"#006400";"#ffffff";""
13238;"R.C. CHARBONNIERES L/VARENNES";529541;"#092669";"#ffffff";""
13239;"ET.S. HAISNES";529553;"#000000";"";""
13240;"ET. S. DE ST-LAURENT-BLANGY FEUCHY";529555;"#ffffff";"#dc143c";""
13241;"LA RENAISSANCE ESTREE BLANCHE";529558;"#dc143c";"#ffffff";""
13242;"BARBY AM.";529560;"#dc143c";"";""
13243;"CORMONTREUIL F. C.";529566;"#006400";"#000000";""
13244;"F.C. ANNEVILLE MANEHOUVILLE CROS";529570;"#092669";"";""
13245;"A.S. ST HERVE";529576;"#FFD41C";"#006400";""
13246;"AV. LIEURON";529577;"#092669";"#ffffff";""
13247;"ET.S. CHAMPS GERAUX";529579;"#dc143c";"";""
13248;"E.S. R.M. MONTENEUF";529580;"#092669";"#FFD41C";""
13249;"U.S. KERGLOFF";529591;"#000000";"";""
13250;"U.S. PARIGNE S/ BRAYE";529592;"#dc143c";"#000000";""
13251;"U.S. ST GERMAIN LE FOUILLOUX";529593;"#FFD41C";"#000000";""
13252;"F.C. BREILLY";529600;"#092669";"#ffffff";""
13253;"A.S. WILWISHEIM";529603;"#ffffff";"#092669";""
13254;"A.S. RAEDERSDORF";529604;"#FFD41C";"#000000";""
13255;"SM TREIZE SEPTIERS FOOTBALL";529606;"#006400";"#ffffff";""
13256;"A. ANIMATION ST FRONT";529609;"#092669";"#ffffff";""
13257;"A.S. LE BOUCHET ST NICOLAS";529615;"#FF6A00 ";"#000000";""
13258;"S.C. BEAUNE D  ALLIER";529618;"#FFD41C";"#092669";""
13259;"F.  C. DE CHEVANNES";529622;"#092669";"";""
13260;"AM.S. CHEMILLY";529623;"#092669";"#ffffff";""
13261;"U.S. DE SAUVIGNY LES BOIS";529624;"#FFD41C";"#006400";""
13262;"A.S.F. TILLENAY";529629;"#092669";"#FFD41C";""
13263;"F.C. IGEEN";529633;"#ffffff";"#092669";""
13264;"A.S. ST AGNAN";529634;"#092669";"#ffffff";""
13265;"A.S. BERCHERES LES PIERRES";529644;"#092669";"";""
13266;"CTE A NLE PORTUGAISE CHARTRES";529647;"#092669";"#ffffff";""
13267;"C.O. DE CHERISY";529648;"#FF6A00 ";"#000000";""
13269;"U.S. VEYRAC";529658;"#092669";"#ffffff";""
13270;"F.C. ST JAL";529660;"#006400";"#ffffff";""
13271;"A.S.C. SAULGOND";529662;"#006400";"#000000";""
13272;"AM.LAIQ. ST LEON S/VEZERE";529664;"#092669";"#ffffff";""
13273;"F.C. ST PAUL DE LIZONNE";529666;"#ffffff";"#dc143c";""
13274;"A.S. ST JOUVENT";529670;"#FFD41C";"#092669";""
13275;"BORDERIES SP. CHERAC";529678;"#000000";"";""
13276;"ANIMATION L. ST BRICE";529685;"#dc143c";"#ffffff";""
13277;"A.S. VIGILANTE MALEMORT";529687;"#FFD41C";"#000000";""
13278;"ST. BOISSEUILLAIS";529691;"#dc143c";"#000000";""
13279;"U.S. VOYER";529694;"#092669";"";""
13280;"F.C. HOMMERT";529699;"#FFD41C";"#000000";""
13281;"ENT.S. CHOMERACOISE";529711;"#FFD41C";"#000000";""
13282;"ECHENEVEX SEGNY CHEVRY O.";529714;"#092669";"";""
13283;"A. DES PORTUGAIS";529716;"#006400";"";""
13284;"CHANTELOUP LES VIGNES U.S.";529719;"#FFD41C";"#092669";""
13285;"A.S. ST HILAIRE CUSSON VALMITTE";529721;"#dc143c";"#ffffff";""
13286;"A.S. PORTUGAISE VALENCE";529726;"";"";""
13287;"F.C. ST PAUL EN JAREZ";529727;"#dc143c";"";""
13288;"U.S. CHEMINOTS MARSEILLAIS";529730;"#FFD41C";"#000000";""
13289;"U.S. CABASSOISE";529735;"#dc143c";"#000000";""
13290;"A.S.C. CHANACOISE";529748;"#006400";"#000000";""
13291;"U.S. ENTRAIGUOISE";529752;"#ffffff";"#092669";""
13292;"F.C. BONNIEUX";529753;"#FF6A00 ";"#000000";""
13293;"F.C. MOLLEGES";529755;"#FFD41C";"#006400";""
13294;"A.S. ST GEORGES DE LEVEJAC";529768;"#006400";"#ffffff";""
13295;"A.A. LAYMONTOIS";529780;"#FF6A00 ";"#000000";""
13296;"J.S. AUZIELLE LAUZERVILLE";529785;"#FFD41C";"#092669";""
13297;"U. S. DE ROUVRES";529793;"#092669";"";""
13298;"A.S. LASARJONC";529794;"#FF6A00 ";"#000000";""
13299;"A.S. PORTUGAISE NOGENT S/SEINE";529796;"#dc143c";"#ffffff";""
13300;"F.C. DE SILLERY";529799;"#dc143c";"#092669";""
13301;"F.C. BRETTEVILLE EN SAIRE";529800;"#FF6A00 ";"#000000";""
13302;"ET.S. BESLON";529801;"#092669";"";""
13303;"F.C. LOUVETOT";529809;"#092669";"#dc143c";""
13304;"U.S. GUINOLEENNE";529818;"#FFD41C";"";""
13305;"C.S. LA RICHARDAIS";529819;"#FF6A00 ";"#006400";""
13306;"CTE DES S. COURBEVEILLE";529820;"#dc143c";"#ffffff";""
13307;"CROISSY BEAUBOURG A.S.";529821;"#092669";"#ffffff";""
13308;"A.S. LA NEUVILLE EN HEZ";529831;"#FFD41C";"#006400";""
13309;"F.C. MUIRANCOURT";529834;"";"";""
13310;"U.S. BAUGY MONCHY HUMIERES";529841;"#4b0082";"";""
13311;"A.S. MAUREPAS";529846;"#006400";"#ffffff";""
13312;"F.C. PORTUGAIS COMPIEGNE";529851;"#dc143c";"#092669";""
13313;"F.C. ST PAUL";529853;"#dc143c";"#000000";""
13314;"A.S. MONTFERRANDAISE";529860;"#092669";"#ffffff";""
13315;"A.S. RIEZAISE";529870;"#092669";"#ffffff";""
13316;"ENT.S. DE MARIGNE";529875;"#092669";"#ffffff";""
13317;"U.A. LOUPIAC ST CHRISTOPHE";529884;"#092669";"#ffffff";""
13318;"F.C. PLAUZAT-CHAMPEIX";529886;"#092669";"#000000";""
13319;"A.S. LUGARDAISE";529891;"#092669";"#dc143c";""
13320;"VALLEE DU SINIQ F. C.";529898;"#FFD41C";"";""
13321;"AM. LAIQ. S. DE BESSE EGLISENEUVE";529900;"#dc143c";"#ffffff";""
13322;"F.C. BRIFFONS-PERPEZAT";529901;"#ffffff";"#000000";""
13323;"ENT.S.VANDENESSE ST HONORE BAINS";529907;"#dc143c";"#092669";""
13324;"ENT. HAUTE VALLEE DU SEREIN";529915;"#092669";"#ffffff";""
13325;"F.C. PANNECOT LIMANTON";529919;"#FFD41C";"#000000";""
13326;"F. C. DE NOGENT LE PHAYE";529927;"#006400";"#ffffff";""
13327;"SP.L. CHAILLOT VIERZON";529929;"#FF6A00 ";"#000000";""
13328;"AM.S. MOROGUES";529932;"#FFD41C";"#000000";""
13329;"SP.C. BENAIS";529933;"#FF6A00 ";"#000000";""
13330;"U.S. VOUILLON";529936;"#dc143c";"#092669";""
13331;"A.S. HANCHES";529939;"#006400";"#ffffff";""
13332;"U.S. PLAIMPIED GIVAUDINS";529940;"#dc143c";"#000000";""
13333;"U.S. PLOU";529943;"#092669";"";""
13334;"ET.S. LA VILLE AUX DAMES";529944;"#FF6A00 ";"#000000";""
13335;"ENT.S. MARIGNY LES USAGES";529946;"#dc143c";"";""
13336;"ET.S. LINARS";529955;"#dc143c";"#ffffff";""
13337;"U.AM. ST SULPICE DE COGNAC";529968;"#006400";"#ffffff";""
13338;"A.S. LA BAZEUGE";529974;"#006400";"#dc143c";""
13339;"U.S. THIERVILLOISE";530013;"#ffffff";"#dc143c";""
13340;"A.S. KONACKER";530027;"#092669";"#ffffff";""
13341;"A.S. DANNE ET QUATRE VENTS";530029;"#dc143c";"#092669";""
13342;"ET.S. CHILLY";530036;"#000000";"";""
13343;"S.C. MACCABI LYON";530038;"#092669";"#ffffff";""
13344;"O. DE ST DENIS LES BOURG";530041;"#092669";"#ffffff";""
13345;"A.S. CUZIEU";530049;"#092669";"#ffffff";""
13346;"F. C. SAINT CYR - COLLONGES - MONT D  OR";530052;"#ffffff";"";""
13347;"F.C. LAISSAUD";530055;"";"";""
13348;"A.S. PORTUGAIS ROANNE";530056;"#dc143c";"#006400";""
13349;"A.S. VILLECHENEVE";530061;"#FFD41C";"#000000";""
13350;"A. S. DE SIGNES FOOTBALL CLUB";530094;"#092669";"#ffffff";""
13351;"ELNE F.C.";530097;"#FFD41C";"#dc143c";""
13352;"F.C. STEPHANOIS";530100;"#006400";"#ffffff";""
13353;"F.C. LESPIGNAN VENDRES";530106;"#006400";"#ffffff";""
13354;"U. STADISTE POUGETOISE";530110;"#dc143c";"#092669";""
13355;"F.C. THUIRINOIS";530112;"#006400";"#ffffff";""
13356;"A.S. DU MASNAU";530122;"#092669";"#dc143c";""
13357;"A.S. CANET PRADES";530125;"#092669";"#000000";""
13358;"F.C. PUYGOUZON RANTEIL";530126;"#dc143c";"#000000";""
13359;"ROQUECOURBE F.C.";530127;"#006400";"#ffffff";""
13360;"A.S. SEGOUFIELLE";530131;"#dc143c";"#ffffff";""
13361;"R.C. ARDRES";530136;"#FFD41C";"#092669";""
13362;"R.C. LOTTINGHEM";530147;"#006400";"#ffffff";""
13363;"STE OM.L. OOST CAPPEL";530148;"#FFD41C";"";""
13364;"TOURCOING J.S. FRANCO ALGERIENNE";530151;"#006400";"#dc143c";""
13365;"A.AM.J. UXEM";530152;"#dc143c";"#ffffff";""
13366;"U.S. CHAUMONT PORCIEN";530162;"#092669";"";""
13367;"A.S. DE VILLE S/LUMES";530173;"#dc143c";"#000000";""
13368;"A.S. MONTCY NOTRE DAME";530177;"#FFD41C";"#000000";""
13369;"U.S. AUTHIE";530185;"#FFD41C";"#000000";""
13370;"A.S. BEUZEVILLETTE";530191;"#092669";"#ffffff";""
13371;"U.S. DE ST MARTIN DU MANOIR";530192;"#FFD41C";"#000000";""
13372;"A. EN AVANT SAINT PIERRE";530205;"#000000";"#dc143c";""
13373;"FOY.J.EDU.POP. VANDRIMARE";530211;"#FFD41C";"#000000";""
13374;"U.S. ST JACQUES DE NEHOU";530215;"#FFD41C";"#092669";""
13375;"A.S. ST PHILBERT DES CHAMPS";530223;"#FF6A00 ";"#000000";""
13376;"ENT.S. AVERTON";530228;"";"";""
13377;"F.C. ST SAMSON";530235;"#dc143c";"#ffffff";""
13378;"AM.S. BOUCANNAISE";530240;"#dc143c";"";""
13379;"J.S. PICANAISE";530243;"#4b0082";"";""
13380;"BOISSY SOUS ST YON F.C.";530244;"#092669";"#ffffff";""
13381;"CHAMBOURCY A.S.M.";530247;"#092669";"#ffffff";""
13382;"COIGNIERES F.C.";530248;"#FF6A00 ";"#000000";""
13383;"PORTUGAIS NOISY LE GRAND A.";530249;"#ffffff";"#000000";""
13384;"ST VRAIN F.C.";530251;"#FF6A00 ";"#000000";""
13385;"INTER SIXIEME";530253;"#dc143c";"";""
13386;"POIGNY LA FORET U.S.";530254;"#092669";"#ffffff";""
13387;"BUCEENNE A.S.";530262;"#006400";"#dc143c";""
13388;"ARCUEIL C.O. MUNICIPAL";530263;"#FFD41C";"#092669";""
13389;"VIROFLAY U.S. MUNICIPALE";530264;"#dc143c";"#092669";""
13390;"FORET ENT.S. DE LA";530268;"#FFD41C";"#006400";""
13391;"PARMAIN A.C.";530273;"#FFD41C";"#092669";""
13392;"BEZONS U. SECTION OM.";530279;"";"";""
13393;"VERNEUIL L  ETANG U.S. MUNICIPALE";530281;"#092669";"#ffffff";""
13394;"TIGERY A.S.";530282;"#ffffff";"#dc143c";""
13395;"COLOMBES L.S.O.";530289;"#dc143c";"#000000";""
13396;"GUERVILLE ARNOUVILLE A.S.";530290;"#006400";"#ffffff";""
13397;"ESP.S. OGNES";530294;"#FFD41C";"#dc143c";""
13398;"F.C. LESDINS";530301;"#FFD41C";"#092669";""
13399;"A.S. BARENTON BUGNY";530303;"#006400";"";""
13400;"U.S. GAUDECHART";530315;"#FFD41C";"#000000";""
13401;"U.S. HANGEST EN SANTERRE";530316;"#006400";"#ffffff";""
13402;"A.S. MUNICIPALE RIVERY";530320;"#000000";"";""
13403;"A.C. AMIENS";530323;"#092669";"";""
13404;"F.C. PARENTIS";530328;"#ffffff";"#000000";""
13405;"MONFLANQUIN F. C.";530331;"#006400";"#ffffff";""
13406;"F.C. LESCARIEN";530332;"#FFD41C";"#dc143c";""
13407;"J.S. LABOUHEYRE";530334;"#006400";"#dc143c";""
13408;"F.C. NERAC";530336;"#006400";"#ffffff";""
13409;"S.C. ASTAFFORTAIS";530337;"#dc143c";"#000000";""
13410;"J.S. ST CHRISTOPHE DE DOUBLE";530344;"#FFD41C";"#000000";""
13411;"A.S. CHADRAC";530348;"#092669";"#ffffff";""
13412;"A. POUR ANIMATION C.S. ST VIDAL";530349;"#dc143c";"#000000";""
13413;"U.S. LESSAC";530358;"#dc143c";"#000000";""
13414;"F.C. MARSAIS";530359;"#092669";"#ffffff";""
13415;"ET.S. MORNAC";530360;"#FF6A00 ";"";""
13416;"A.S. PORTUGAIS NIORT";530361;"#dc143c";"#006400";""
13417;"C.S. VAULXOIS";530367;"#092669";"#FFD41C";""
13418;"A.S. CANCOISE VILLEVOCANCE";530368;"#006400";"#ffffff";""
13419;"F.C. BERZEME";530372;"#dc143c";"#000000";""
13420;"F.C. SEYSSINS";530381;"#000000";"#ffffff";""
13421;"O. ROVENAIN";530383;"#dc143c";"#000000";""
13422;"CERET FOOTBALL CLUB";530387;"#FF6A00 ";"#000000";""
13423;"ET.S. OURTON";530391;"#dc143c";"#ffffff";""
13424;"F.C. LE DOULIEU";530396;"#092669";"";""
13425;"A.S. CREMAREST";530399;"#006400";"";""
13426;"O. TORCY SEDAN";530405;"#092669";"";""
13427;"F.C. COURNON";530411;"#006400";"#ffffff";""
13428;"A.S.L. ST JULIEN";530414;"#006400";"";""
13429;"U.S. LE CROUAIS";530415;"#006400";"#ffffff";""
13430;"ENT. LATRILLE ST AGNET";530417;"#006400";"#ffffff";""
13431;"F. C. DE SAINT FRANCOIS";530421;"#092669";"";""
13432;"U.S. ST-ELIE";530422;"#FFD41C";"#006400";""
13433;"CLUNY FOOT";530426;"#FFD41C";"#006400";""
13434;"A.S. VILLACOISE";530435;"#ffffff";"#006400";""
13435;"C.S. MONTFERRAT";530441;"#FFD41C";"#000000";""
13436;"A.S. ST FELICIEN";530443;"#FF6A00 ";"";""
13437;"A.S. BAGES";530449;"#006400";"#ffffff";""
13438;"ET.S. SAULTY";530457;"#092669";"#006400";""
13439;"F.C. AMIGNY ROUY";530466;"#dc143c";"#ffffff";""
13440;"A.S. ANIMATION PRESLES";530470;"#FF6A00 ";"#000000";""
